MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2026,GMC,SIERRA 4WD MUD TERRAIN TIRE,PICKUP TRUCK: STANDARD,3,6,A10,D,11,9.9,10.5,27,283
2026,GMC,SIERRA 4WD,PICKUP TRUCK: STANDARD,5.3,8,A10,X,15.9,13,14.6,19,341
2026,GMC,SIERRA 4WD FFV,PICKUP TRUCK: STANDARD,5.3,8,A10,X,15.2,12.2,13.9,20,326
2026,GMC,SIERRA 4WD FFV,PICKUP TRUCK: STANDARD,5.3,8,A10,E,21.3,16.6,19.2,15,320
2026,GMC,SIERRA 4WD MUD TERRAIN TIRE,PICKUP TRUCK: STANDARD,5.3,8,A10,X,16.4,13.5,15.1,19,354
2026,GMC,SIERRA 4WD,PICKUP TRUCK: STANDARD,6.2,8,A10,Z,16,12.1,14.3,20,335
2026,GMC,SIERRA 4WD MUD TERRAIN TIRE,PICKUP TRUCK: STANDARD,6.2,8,A10,Z,17.1,14,15.7,18,368
2026,GMC,SIERRA 4WD AT4X,PICKUP TRUCK: STANDARD,3,6,A10,D,12.2,12,12.1,23,326
2026,GMC,SIERRA 4WD AT4X,PICKUP TRUCK: STANDARD,6.2,8,A10,Z,17.1,14.7,16,18,377
2026,GMC,TERRAIN,SPORT UTILITY VEHICLE: SMALL,1.5,4,AV,X,9.2,8.3,8.8,32,207
2026,GMC,TERRAIN AWD,SPORT UTILITY VEHICLE: SMALL,1.5,4,A8,X,9.9,8.5,9.3,30,219
2026,GMC,TERRAIN AWD AT4/DENALI,SPORT UTILITY VEHICLE: SMALL,1.5,4,A8,X,9.9,8.9,9.5,30,222
2026,GMC,YUKON,SPORT UTILITY VEHICLE: STANDARD,3,6,A10,D,11.2,8.9,10.2,28,274
2026,GMC,YUKON,SPORT UTILITY VEHICLE: STANDARD,5.3,8,A10,X,15.7,12,14,20,329
2026,GMC,YUKON 4WD,SPORT UTILITY VEHICLE: STANDARD,3,6,A10,D,11.5,9.7,10.7,26,287
2026,GMC,YUKON 4WD,SPORT UTILITY VEHICLE: STANDARD,5.3,8,A10,X,15.8,12.2,14.2,20,333
2026,GMC,YUKON 4WD,SPORT UTILITY VEHICLE: STANDARD,6.2,8,A10,Z,16.6,13,15,19,352
2026,GMC,YUKON XL,SPORT UTILITY VEHICLE: STANDARD,3,6,A10,D,11.2,8.9,10.2,28,274
2026,GMC,YUKON XL,SPORT UTILITY VEHICLE: STANDARD,5.3,8,A10,X,15.7,12,14,20,329
2026,GMC,YUKON XL 4WD,SPORT UTILITY VEHICLE: STANDARD,3,6,A10,D,11.5,9.7,10.7,26,287
2026,GMC,YUKON XL 4WD,SPORT UTILITY VEHICLE: STANDARD,5.3,8,A10,X,17.1,12.6,15.1,19,353
2026,GMC,YUKON XL 4WD,SPORT UTILITY VEHICLE: STANDARD,6.2,8,A10,Z,16.6,13,15,19,352
2026,HONDA,CIVIC HATCHBACK,FULL-SIZE,2,4,AV,X,7.7,6.1,7,40,164
2026,HONDA,CIVIC HATCHBACK HYBRID,FULL-SIZE,2,4,AV,X,4.8,5.4,5,56,119
2026,HONDA,CIVIC SEDAN,MID-SIZE,2,4,AV,X,7.4,5.8,6.7,42,156
2026,HONDA,CIVIC SEDAN,MID-SIZE,2,4,AV7,X,7.6,6,6.9,41,161
2026,HONDA,CIVIC SEDAN HYBRID,MID-SIZE,2,4,AV,X,4.7,5.1,4.9,58,114
2026,HONDA,CIVIC SEDAN SI,MID-SIZE,1.5,4,M6,Z,8.7,6.4,7.7,37,180
2026,HONDA,CR-V,STATION WAGON: MID-SIZE,1.5,4,AV,X,8.4,7.1,7.8,36,183
2026,HONDA,CR-V AWD,SPORT UTILITY VEHICLE: SMALL,1.5,4,AV,X,9.1,7.6,8.4,34,197
2026,HONDA,CR-V HYBRID AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AV,X,6,6.9,6.4,44,151
2026,HONDA,CR-V HYBRID AWD TRAILSPORT,SPORT UTILITY VEHICLE: SMALL,2,4,AV,X,6.3,7.2,6.7,42,158
2026,HONDA,HR-V,STATION WAGON: SMALL,2,4,AV,X,9.1,7.4,8.3,34,194
2026,HONDA,HR-V AWD,STATION WAGON: SMALL,2,4,AV,X,9.5,7.8,8.7,32,204
2026,HONDA,ODYSSEY,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,248
2026,HONDA,PASSPORT AWD,SPORT UTILITY VEHICLE: SMALL,3.5,6,AS10,X,12.1,9.2,10.8,26,254
2026,HONDA,PASSPORT AWD TRAILSPORT,SPORT UTILITY VEHICLE: SMALL,3.5,6,AS10,X,12.6,9.9,11.4,25,269
2026,HONDA,PRELUDE,SUBCOMPACT,2,4,AV,X,5,5.7,5.4,52,127
2026,HONDA,RIDGELINE AWD,PICKUP TRUCK: STANDARD,3.5,6,AS9,X,12.8,9.9,11.5,25,271
2026,HONDA,RIDGELINE AWD TRAILSPORT,PICKUP TRUCK: STANDARD,3.5,6,AS9,X,12.8,10.2,11.6,24,273
2026,HYUNDAI,ELANTRA,MID-SIZE,1.6,4,AM7,X,8.4,6.7,7.6,37,179
2026,HYUNDAI,ELANTRA,MID-SIZE,2,4,AV1,X,7.8,5.9,6.9,41,162
2026,HYUNDAI,ELANTRA (STOP/START),MID-SIZE,2,4,AV1,X,7.5,5.9,6.8,42,158
2026,HYUNDAI,ELANTRA HYBRID,MID-SIZE,1.6,4,AM6,X,4.8,4.5,4.7,60,110
2026,HYUNDAI,ELANTRA N,MID-SIZE,2,4,AM8,Z,11.8,8.6,10.4,27,244
2026,HYUNDAI,ELANTRA N,MID-SIZE,2,4,M6,Z,11,8.1,9.7,29,227
2026,HYUNDAI,KONA,SPORT UTILITY VEHICLE: SMALL,2,4,AV1,X,8.4,6.7,7.6,37,179
2026,HYUNDAI,KONA (STOP/START),SPORT UTILITY VEHICLE: SMALL,2,4,AV1,X,8.1,6.8,7.5,38,177
2026,HYUNDAI,KONA AWD,SPORT UTILITY VEHICLE: SMALL,1.6,4,AS8,X,9.4,8.4,9,31,211
2026,HYUNDAI,KONA AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AV1,X,9,8.1,8.6,33,201
2026,HYUNDAI,KONA AWD (STOP/START),SPORT UTILITY VEHICLE: SMALL,2,4,AV1,X,8.8,8.1,8.5,33,198
2026,HYUNDAI,PALISADE AWD,SPORT UTILITY VEHICLE: STANDARD,3.5,6,AS8,X,13.4,10,11.9,24,279
2026,HYUNDAI,PALISADE AWD XRT PRO,SPORT UTILITY VEHICLE: STANDARD,3.5,6,AS8,X,14.3,10.6,12.7,22,298
2026,HYUNDAI,PALISADE HYBRID AWD,SPORT UTILITY VEHICLE: STANDARD,2.5,4,AM6,X,8.3,7.9,8.1,35,189
2026,HYUNDAI,SANTA CRUZ AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS8,X,13.1,9.3,11.4,25,267
2026,HYUNDAI,SANTA CRUZ AWD XRT,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS8,X,13.1,9.5,11.5,25,270
2026,HYUNDAI,SANTA FE AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS8,X,12.4,8.7,10.7,26,251
2026,HYUNDAI,SANTA FE AWD XRT,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS8,X,12.7,9.3,11.2,25,262
2026,HYUNDAI,SANTA FE HYBRID AWD,SPORT UTILITY VEHICLE: SMALL,1.6,4,AM6,X,6.9,7,6.9,41,163
2026,HYUNDAI,SONATA,FULL-SIZE,2.5,4,AM8,X,10.1,7.3,8.8,32,207
2026,HYUNDAI,SONATA AWD,FULL-SIZE,2.5,4,AS8,X,9.9,7,8.6,33,203
2026,HYUNDAI,SONATA HYBRID,FULL-SIZE,2,4,AM6,X,5.3,4.6,5,56,117
2026,HYUNDAI,TUCSON AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS8,X,9.7,7.7,8.8,32,207
2026,HYUNDAI,TUCSON HYBRID,SPORT UTILITY VEHICLE: SMALL,1.6,4,AM6,X,6.7,6.7,6.7,42,157
2026,HYUNDAI,VENUE,SPORT UTILITY VEHICLE: SMALL,1.6,4,AV1,X,7.9,6.9,7.5,38,177
2026,INEOS,GRENADIER STATION WAGON,SPORT UTILITY VEHICLE: STANDARD,3,6,A8,Z,16,13.7,15,19,349
2026,INEOS,GRENADIER BLACK EDITION,SPORT UTILITY VEHICLE: STANDARD,3,6,A8,Z,16.9,14.8,16,18,372
2026,INEOS,GRENADIER FIELDMASTER EDITION,SPORT UTILITY VEHICLE: STANDARD,3,6,A8,Z,16,13.7,15,19,349
2026,INEOS,GRENADIER TRIALMASTER EDITION,SPORT UTILITY VEHICLE: STANDARD,3,6,A8,Z,16.9,14.8,16,18,372
2026,INEOS,GRENADIER QUARTERMASTER,PICKUP TRUCK: STANDARD,3,6,A8,Z,16.9,14.8,16,18,372
2026,INEOS,GRENADIER QUARTERMASTER BLACK,PICKUP TRUCK: STANDARD,3,6,A8,Z,16.9,14.8,16,18,372
2026,INEOS,GRENADIER QUARTERMASTER FIELDMASTER,PICKUP TRUCK: STANDARD,3,6,A8,Z,16.9,14.8,16,18,372
2026,INEOS,GRENADIER QUARTERMASTER TRIALMASTER,PICKUP TRUCK: STANDARD,3,6,A8,Z,16.9,14.8,16,18,372
2026,INFINITI,QX60 AWD,SPORT UTILITY VEHICLE: STANDARD,2,4,AS9,Z,10.9,8.7,9.9,29,233
2026,INFINITI,QX80 4WD,SPORT UTILITY VEHICLE: STANDARD,3.5,6,AS9,Z,15,12.3,13.8,20,325
2026,JAGUAR,F-PACE P250,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,Z,10.8,8.8,9.9,29,234
2026,JAGUAR,F-PACE P400,SPORT UTILITY VEHICLE: SMALL,3,6,AS8,Z,12.5,9.4,11.1,25,260
2026,JAGUAR,F-PACE P550 SVR,SPORT UTILITY VEHICLE: SMALL,5,8,AS8,Z,15.7,11.4,13.8,20,323
2026,JEEP,CHEROKEE HYBRID,SPORT UTILITY VEHICLE: SMALL,1.6,4,AV,X,6.1,6.7,6.3,45,150
2026,JEEP,COMPASS 4X4,SPORT UTILITY VEHICLE: SMALL,2,4,A8,X,10,7.5,8.9,32,208
2026,JEEP,GLADIATOR 4X4,PICKUP TRUCK: STANDARD,3.6,6,A8,X,13.7,10.8,12.4,23,291
2026,JEEP,GRAND CHEROKEE 4X4,SPORT UTILITY VEHICLE: STANDARD,2,4,A8,X,11.5,9.2,10.4,27,245
2026,JEEP,GRAND CHEROKEE L 4X4,SPORT UTILITY VEHICLE: STANDARD,2,4,A8,X,11.7,9.4,10.7,26,252
2026,JEEP,GRAND CHEROKEE 4X4 CLASSIC,SPORT UTILITY VEHICLE: STANDARD,3.6,6,A8,X,12.3,9.2,10.9,26,256
2026,JEEP,GRAND CHEROKEE L 4X4 CLASSIC,SPORT UTILITY VEHICLE: STANDARD,3.6,6,A8,X,13,9.4,11.3,25,266
2026,JEEP,GRAND WAGONEER 4X4,SPORT UTILITY VEHICLE: STANDARD,3,6,A8,X,14.2,10.4,12.5,23,292
2026,JEEP,GRAND WAGONEER L 4X4,SPORT UTILITY VEHICLE: STANDARD,3,6,A8,X,14.9,10.7,13,22,305
2026,JEEP,WRANGLER JL 4X4,SPORT UTILITY VEHICLE: SMALL,2,4,A8,X,11.6,10.2,11,26,258
2026,JEEP,WRANGLER JL 4X4,SPORT UTILITY VEHICLE: SMALL,3.6,6,M6,X,13.9,10.2,12.2,23,287
2026,JEEP,WRANGLER JL UNLIMITED 4X4,SPORT UTILITY VEHICLE: SMALL,2,4,A8,X,11.9,10.5,11.3,25,265
2026,JEEP,WRANGLER JL UNLIMITED 4X4,SPORT UTILITY VEHICLE: SMALL,3.6,6,A8,X,13.4,10.1,11.9,24,280
2026,JEEP,WRANGLER JL UNLIMITED 4X4,SPORT UTILITY VEHICLE: SMALL,3.6,6,M6,X,14.3,10.5,12.6,22,296
2026,JEEP,WRANGLER JL UNLIMITED 4X4 392,SPORT UTILITY VEHICLE: SMALL,6.4,8,A8,Z,18.7,14.5,16.8,17,393
2026,KIA,CARNIVAL,MINIVAN,3.5,6,AS8,X,13,9.3,11.3,25,266
2026,KIA,CARNIVAL HYBRID,MINIVAN,1.6,4,AM6,X,6.9,7.5,7.2,39,169
2026,KIA,NIRO,SPORT UTILITY VEHICLE: SMALL,1.6,4,AM6,X,4.5,5.2,4.8,59,112
2026,KIA,NIRO FE,SPORT UTILITY VEHICLE: SMALL,1.6,4,AM6,X,4.5,4.4,4.4,64,104
2026,KIA,SELTOS,SPORT UTILITY VEHICLE: SMALL,2,4,AV8,X,8.3,6.8,7.6,37,179
2026,KIA,SELTOS AWD,SPORT UTILITY VEHICLE: SMALL,1.6,4,AS8,X,9.7,8.6,9.2,31,217
2026,KIA,SELTOS AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AV8,X,8.8,7.5,8.2,34,192
2026,KIA,SORENTO AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AM8,X,11.5,8.7,10.3,27,241
2026,KIA,SORENTO AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS8,X,10.2,8.5,9.4,30,222
2026,KIA,SORENTO HYBRID AWD,SPORT UTILITY VEHICLE: SMALL,1.6,4,AM6,X,7.2,6.7,7,40,164
2026,KIA,SPORTAGE,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS8,X,9.3,7,8.3,34,194
2026,KIA,SPORTAGE AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS8,X,9.9,7.8,8.9,32,210
2026,KIA,SPORTAGE HYBRID AWD,SPORT UTILITY VEHICLE: SMALL,1.6,4,AM6,X,6.7,6.6,6.7,42,156
2026,LAND ROVER,DEFENDER 90 P300,SPORT UTILITY VEHICLE: STANDARD,2,4,AS8,Z,13.1,11.4,12.3,23,289
2026,LAND ROVER,DEFENDER 90 P525,SPORT UTILITY VEHICLE: STANDARD,5,8,AS8,Z,16.2,12.4,14.5,19,342
2026,LAND ROVER,DEFENDER 110 P300,SPORT UTILITY VEHICLE: STANDARD,2,4,AS8,Z,13.1,10.6,12,24,281
2026,LAND ROVER,DEFENDER 110 P500/P525,SPORT UTILITY VEHICLE: STANDARD,5,8,AS8,Z,16.9,12.8,15.1,19,357
2026,LAND ROVER,DEFENDER 110 OCTA P635,SPORT UTILITY VEHICLE: STANDARD,4.4,8,AS8,Z,15.8,12.1,14.2,20,332
2026,LAND ROVER,DEFENDER 130 P500,SPORT UTILITY VEHICLE: STANDARD,5,8,AS8,Z,17,12.5,14.9,19,353
2026,LAND ROVER,DISCOVERY P300,SPORT UTILITY VEHICLE: STANDARD,2,4,AS8,Z,12.2,9.9,11.2,25,262
2026,LAND ROVER,DISCOVERY P360,SPORT UTILITY VEHICLE: STANDARD,3,6,AS8,Z,13.6,10.3,12.1,23,284
2026,LAND ROVER,DISCOVERY SPORT P250,SPORT UTILITY VEHICLE: SMALL,2,4,AS9,Z,12.7,10,11.5,25,271
2026,LAND ROVER,RANGE ROVER P530,SPORT UTILITY VEHICLE: STANDARD,4.4,8,AS8,Z,14.5,10.2,12.6,22,296
2026,LAND ROVER,RANGE ROVER P530 LWB,SPORT UTILITY VEHICLE: STANDARD,4.4,8,AS8,Z,15.2,10.8,13.2,21,311
2026,LAND ROVER,RANGE ROVER SV P615,SPORT UTILITY VEHICLE: STANDARD,4.4,8,AS8,Z,15,10.3,12.9,22,303
2026,LAND ROVER,RANGE ROVER SV P615 LWB,SPORT UTILITY VEHICLE: STANDARD,4.4,8,AS8,Z,15.2,10.8,13.2,21,311
2026,LAND ROVER,RANGE ROVER SPORT P530,SPORT UTILITY VEHICLE: STANDARD,4.4,8,AS8,Z,14.5,10.2,12.6,22,296
2026,LAND ROVER,RANGE ROVER SPORT SV P635,SPORT UTILITY VEHICLE: STANDARD,4.4,8,AS8,Z,15,10.8,13.1,22,309
2026,LAND ROVER,RANGE ROVER EVOQUE P250,SPORT UTILITY VEHICLE: SMALL,2,4,AS9,Z,11.9,8.8,10.5,27,247
2026,LAND ROVER,RANGE ROVER VELAR P250,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,Z,10.9,8.9,10,28,237
2026,LAND ROVER,RANGE ROVER VELAR P340,SPORT UTILITY VEHICLE: SMALL,3,6,AS8,Z,12.1,9,10.7,26,253
2026,LAND ROVER,RANGE ROVER VELAR P400,SPORT UTILITY VEHICLE: SMALL,3,6,AS8,Z,12.6,9.4,11.1,25,261
2026,LEXUS,GX 550,SPORT UTILITY VEHICLE: STANDARD,3.4,6,AS10,Z,15.3,11.2,13.5,21,315
2026,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.4,8.9,10.8,26,254
2026,LEXUS,LC 500,SUBCOMPACT,5,8,AS10,Z,15.2,9.7,12.7,22,299
2026,LEXUS,LC 500 CONVERTIBLE,MINICOMPACT,5,8,AS10,Z,16,9.5,13,22,304
2026,LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,13.8,8.7,11.2,25,271
2026,LEXUS,LX 600,SPORT UTILITY VEHICLE: STANDARD,3.4,6,AS10,Z,14.2,10.8,12.7,22,298
2026,LEXUS,LX 700H,SPORT UTILITY VEHICLE: STANDARD,3.4,6,AS10,Z,12.5,10.7,11.7,24,272
2026,LEXUS,NX 350 AWD,SPORT UTILITY VEHICLE: SMALL,2.4,4,AS8,Z,10.9,8.5,9.8,29,228
2026,LEXUS,NX 350 AWD F SPORT,SPORT UTILITY VEHICLE: SMALL,2.4,4,AS8,Z,11.2,8.3,9.7,29,230
2026,LEXUS,NX 350H AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV6,Z,5.7,6.4,6,47,141
2026,LEXUS,RX 350 AWD,SPORT UTILITY VEHICLE: SMALL,2.4,4,AS8,Z,11.2,8.3,9.9,29,230
2026,LEXUS,RX 350H AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV6,Z,6.3,6.8,6.5,43,151
2026,LEXUS,RX 500H AWD,SPORT UTILITY VEHICLE: SMALL,2.4,4,AS6,Z,8.7,8.4,8.6,33,199
2026,LEXUS,TX 350 AWD,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS8,Z,11.5,8.9,10.3,27,241
2026,LEXUS,TX 500H AWD,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS6,Z,8.7,8.4,8.6,33,200
2026,LEXUS,UX 300H AWD,COMPACT,2,4,AV,X,5.3,5.9,5.6,50,130
2026,LEXUS,UX 300H AWD,COMPACT,2,4,AV6,X,5.3,5.9,5.6,50,130
2026,LINCOLN,AVIATOR AWD,SPORT UTILITY VEHICLE: STANDARD,3,6,AS10,X,13.8,9.5,11.9,24,278
2026,LINCOLN,CORSAIR AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,X,11.3,8.3,9.9,29,234
2026,LINCOLN,NAUTILUS AWD,SPORT UTILITY VEHICLE: SMALL,2,4,A8,X,11.3,8.1,9.9,29,232
2026,LINCOLN,NAUTILUS HYBRID AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AV,X,8.2,7.5,7.9,36,183
2026,LINCOLN,NAVIGATOR 4WD,SPORT UTILITY VEHICLE: STANDARD,3.5,6,AS10,X,15.7,10.9,13.6,21,318
2026,MAZDA,CX-30 4WD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS6,X,9.6,7.5,8.7,32,204
2026,MAZDA,CX-30 TURBO 4WD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS6,X,10.5,7.9,9.3,30,220
2026,MAZDA,CX-5 4WD (SIL),SPORT UTILITY VEHICLE: SMALL,2.5,4,AS6,X,9.9,7.9,9,31,212
2026,MAZDA,CX-50 4WD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS6,X,10.2,8.2,9.3,30,218
2026,MAZDA,CX-50 TURBO 4WD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AS6,X,10.4,8.2,9.4,30,220
2026,MAZDA,CX-50 HYBRID 4WD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV,X,6.1,6.4,6.2,46,145
2026,MAZDA,CX-70 4WD,SPORT UTILITY VEHICLE: STANDARD,3.3,6,AS8,X,9.9,8.4,9.3,30,216
2026,MAZDA,CX-70 4WD (HIGH POWER),SPORT UTILITY VEHICLE: STANDARD,3.3,6,AS8,Z,10.3,8.5,9.5,30,222
2026,MAZDA,CX-90 4WD,SPORT UTILITY VEHICLE: STANDARD,3.3,6,AS8,X,10.1,8.5,9.4,30,221
2026,MAZDA,CX-90 4WD (HIGH POWER),SPORT UTILITY VEHICLE: STANDARD,3.3,6,AS8,Z,10.3,8.5,9.5,30,222
2026,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,183
2026,MAZDA,MAZDA3 4-DOOR 4WD,COMPACT,2.5,4,AS6,X,9.1,6.8,8.1,35,190
2026,MAZDA,MAZDA3 4-DOOR TURBO 4WD,COMPACT,2.5,4,AS6,X,10.1,7.3,8.8,32,207
2026,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.9,6.8,7.9,36,186
2026,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.5,6.9,8.3,34,195
2026,MAZDA,MAZDA3 5-DOOR 4WD,MID-SIZE,2.5,4,AS6,X,9.3,7,8.3,34,194
2026,MAZDA,MAZDA3 5-DOOR TURBO 4WD,MID-SIZE,2.5,4,AS6,X,10.1,7.5,8.9,32,209
2026,MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.7,8,35,187
2026,MAZDA,MX-5 (SIL),TWO-SEATER,2,4,M6,Z,9,7,8.1,35,189
2026,MERCEDES-BENZ,AMG C 43 4MATIC SEDAN,COMPACT,2,4,A9,Z,12.5,8.8,10.8,26,252
2026,MERCEDES-BENZ,AMG CLA 35 4MATIC COUPE,COMPACT,2,4,AM8,Z,10.8,8.1,9.6,29,224
2026,MERCEDES-BENZ,AMG CLA 45 S 4MATIC+ COUPE,COMPACT,2,4,AM8,Z,11.7,8.4,10.2,28,236
2026,MERCEDES-BENZ,AMG CLE 53 4MATIC CABRIOLET,SUBCOMPACT,3,6,A9,Z,12.1,9.2,10.8,26,253
2026,MERCEDES-BENZ,AMG CLE 53 4MATIC COUPE,SUBCOMPACT,3,6,A9,Z,11.7,8.7,10.4,27,243
2026,MERCEDES-BENZ,AMG G 63 SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,17.4,14.7,16.2,17,383
2026,MERCEDES-BENZ,AMG GLA 35 4MATIC COUPE,STATION WAGON: SMALL,2,4,AM8,Z,10.5,7.9,9.3,30,218
2026,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,STATION WAGON: SMALL,2,4,A9,Z,12.3,9.2,10.9,26,256
2026,MERCEDES-BENZ,AMG GLC 43 4MATIC+ SUV,STATION WAGON: SMALL,2,4,A9,Z,12.1,9,10.8,26,252
2026,MERCEDES-BENZ,AMG GLE 53 4MATIC+ COUPE,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,13.2,10.7,12.1,23,282
2026,MERCEDES-BENZ,AMG GLE 53 4MATIC+ SUV,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,12.9,10.2,11.7,24,273
2026,MERCEDES-BENZ,AMG GLE 63 S 4MATIC+ COUPE,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,15.8,11.4,13.8,20,325
2026,MERCEDES-BENZ,AMG GLE 63 S 4MATIC+ SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,16.1,11.5,14,20,328
2026,MERCEDES-BENZ,AMG GLS 63 4MATIC+ SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,16.2,11.7,14.2,20,334
2026,MERCEDES-BENZ,AMG GT 43 COUPE,SUBCOMPACT,2,4,A9,Z,12.4,8.8,10.8,26,252
2026,MERCEDES-BENZ,AMG GT 53 4MATIC+ 4-DOOR COUPE,STATION WAGON: SMALL,3,6,A9,Z,12.3,10,11.3,25,263
2026,MERCEDES-BENZ,AMG GT 55 4MATIC+ COUPE,SUBCOMPACT,4,8,A9,Z,17.4,11.5,14.8,19,346
2026,MERCEDES-BENZ,AMG GT 63 4MATIC+ 4-DOOR COUPE,STATION WAGON: SMALL,4,8,A9,Z,15.3,11.3,13.5,21,318
2026,MERCEDES-BENZ,AMG GT 63 4MATIC+ COUPE,SUBCOMPACT,4,8,A9,Z,18,11.5,15.1,19,346
2026,MERCEDES-BENZ,AMG GT 63 PRO 4MATIC+ COUPE,SUBCOMPACT,4,8,A9,Z,17.4,11.5,14.8,19,346
2026,MERCEDES-BENZ,AMG SL 43 4MATIC ROADSTER,MINICOMPACT,2,4,A9,Z,12.2,8.8,10.7,26,249
2026,MERCEDES-BENZ,AMG SL 55 4MATIC+ ROADSTER,MINICOMPACT,4,8,A9,Z,17.3,11.4,14.7,19,343
2026,MERCEDES-BENZ,AMG SL 63 4MATIC+ ROADSTER,MINICOMPACT,4,8,A9,Z,17.3,11.4,14.7,19,347
2026,MERCEDES-BENZ,MAYBACH AMG SL 680 4MATIC ROADSTER,TWO-SEATER,4,8,A9,Z,17,11.3,14.5,19,347
2026,MERCEDES-BENZ,C 300 SEDAN,COMPACT,2,4,A9,Z,9.3,6.7,8.1,35,191
2026,MERCEDES-BENZ,C 300 4MATIC SEDAN,COMPACT,2,4,A9,Z,10,7.1,8.7,32,204
2026,MERCEDES-BENZ,CLA 250 COUPE,COMPACT,2,4,AM8,Z,9,6.5,7.9,36,185
2026,MERCEDES-BENZ,CLA 250 4MATIC COUPE,COMPACT,2,4,AM8,Z,9.3,6.9,8.2,34,193
2026,MERCEDES-BENZ,CLE 300 4MATIC CABRIOLET,SUBCOMPACT,2,4,A9,Z,9.9,7.1,8.6,33,202
2026,MERCEDES-BENZ,CLE 300 4MATIC COUPE,SUBCOMPACT,2,4,A9,Z,9.9,7.2,8.7,32,203
2026,MERCEDES-BENZ,CLE 450 4MATIC CABRIOLET,SUBCOMPACT,3,6,A9,Z,10.2,7.4,8.9,32,210
2026,MERCEDES-BENZ,CLE 450 4MATIC COUPE,SUBCOMPACT,3,6,A9,Z,10.4,7.3,9,31,211
2026,MERCEDES-BENZ,E 350 4MATIC SEDAN,MID-SIZE,2,4,A9,Z,10,7.2,8.7,32,203
2026,MERCEDES-BENZ,E 450 4MATIC SEDAN,MID-SIZE,3,6,A9,Z,10.8,7.7,9.4,30,221
2026,MERCEDES-BENZ,E 450 4MATIC ALL-TERRAIN WAGON,STATION WAGON: MID-SIZE,3,6,A9,Z,10.6,7.6,9.3,30,218
2026,MERCEDES-BENZ,G 550 SUV,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,13.6,12.4,13.1,22,305
2026,MERCEDES-BENZ,GLA 250 SUV,STATION WAGON: SMALL,2,4,AM8,Z,9.2,6.9,8.2,34,190
2026,MERCEDES-BENZ,GLA 250 4MATIC SUV,SPORT UTILITY VEHICLE: SMALL,2,4,AM8,Z,9.4,7.1,8.4,34,196
2026,MERCEDES-BENZ,GLB 250 SUV,STATION WAGON: SMALL,2,4,AM8,Z,9.3,7,8.3,34,193
2026,MERCEDES-BENZ,GLB 250 4MATIC SUV,SPORT UTILITY VEHICLE: SMALL,2,4,AM8,Z,9.8,7.2,8.6,33,201
2026,MERCEDES-BENZ,GLC 300 4MATIC COUPE,SPORT UTILITY VEHICLE: SMALL,2,4,A9,Z,10.1,7.7,9,31,210
